,Body1 Torque Z(N.m),Time (ms),Excitation
12,-205.24599747958,12,466.68
13,-205.594946420944,13,466.68
14,-204.784221035058,14,466.68
15,-204.651202958869,15,466.68
16,-205.164581518046,16,466.68
17,-205.322773350465,17,466.68
18,-206.610642321035,18,466.68
19,-205.415982031929,19,466.68
20,-205.636431463013,20,466.68
21,-205.611600113023,21,466.68
22,-208.094286069714,22,466.68
23,-206.186992043031,23,466.68
24,-208.014324538103,24,466.68
25,-204.86997735472,25,466.68
26,-204.726885921757,26,466.68
27,-205.012532599763,27,466.68
28,-204.245405051342,28,466.68
29,-208.273428167507,29,466.68
30,-204.39009348531,30,466.68
0,-228.663113181125,0,526.3199999999999
1,-230.997720563998,1,526.3199999999999
2,-232.205272624893,2,526.3199999999999
3,-231.17330994222,3,526.3199999999999
4,-233.68403185915,4,526.3199999999999
5,-233.493914904466,5,526.3199999999999
6,-231.62754979563,6,526.3199999999999
7,-233.756726075322,7,526.3199999999999
8,-233.124594910135,8,526.3199999999999
9,-234.479936045666,9,526.3199999999999
10,-231.694172067067,10,526.3199999999999
11,-234.165113179661,11,526.3199999999999
12,-231.569227478971,12,526.3199999999999
13,-231.732850364562,13,526.3199999999999
14,-230.931608106423,14,526.3199999999999
15,-230.795267571281,15,526.3199999999999
16,-231.392917326272,16,526.3199999999999
17,-231.613430267077,17,526.3199999999999
18,-232.920872566072,18,526.3199999999999
19,-231.590758072037,19,526.3199999999999
20,-231.896635714881,20,526.3199999999999
21,-231.922722629458,21,526.3199999999999
22,-234.483001600521,22,526.3199999999999
23,-232.577280821429,23,526.3199999999999
24,-234.3745717284,24,526.3199999999999
25,-230.994454250825,25,526.3199999999999
26,-230.849205511788,26,526.3199999999999
27,-231.035447604524,27,526.3199999999999
28,-230.367404242767,28,526.3199999999999
29,-234.856169403484,29,526.3199999999999
30,-230.578393704665,30,526.3199999999999
0,-386.783285912442,0,893.28
1,-390.936605143517,1,893.28
2,-392.99682403246,2,893.28
3,-391.09886631314,3,893.28
4,-394.447087030488,4,893.28
5,-394.561150226993,5,893.28
6,-392.085638738312,6,893.28
7,-395.129826524953,7,893.28
8,-394.180682893413,8,893.28
9,-396.103702869959,9,893.28
10,-393.064154359839,10,893.28
11,-395.726366323952,11,893.28
12,-392.461605633045,12,893.28
13,-391.575212640041,13,893.28
14,-390.779527902831,14,893.28
15,-390.356216560101,15,893.28
16,-391.848702864727,16,893.28
17,-392.327164766769,17,893.28
18,-393.890945995888,18,893.28
19,-391.82299387191,19,893.28
20,-392.515584525074,20,893.28
21,-392.870280493436,21,893.28
22,-396.114248880011,22,893.28
23,-394.112415087651,23,893.28
24,-395.903083693745,24,893.28
25,-390.813569460851,25,893.28
26,-390.553535232153,26,893.28
27,-390.288311901239,27,893.28
28,-390.084630112199,28,893.28
29,-397.372842694027,29,893.28
30,-390.764435613454,30,893.28
0,-68.8387124720418,0,159.0
1,-69.1536114811537,1,159.0
2,-69.9440745401029,2,159.0
3,-69.7025186962841,3,159.0
4,-71.4644676589198,4,159.0
5,-71.0751453040599,5,159.0
6,-69.7900185406108,6,159.0
7,-71.1609653223602,7,159.0
8,-70.6075379867909,8,159.0
9,-71.7526074216359,9,159.0
10,-68.8858433042433,10,159.0
11,-71.0623971275631,11,159.0
12,-68.8700768579727,12,159.0
13,-70.2335842097161,13,159.0
14,-69.2986998125103,14,159.0
15,-69.0209861263174,15,159.0
16,-69.3744099448962,16,159.0
17,-69.1395135063789,17,159.0
18,-70.4353370412788,18,159.0
19,-69.9898066185406,19,159.0
20,-69.6699440207261,20,159.0
21,-69.3929744989865,21,159.0
22,-71.6244764356095,22,159.0
23,-69.6442372454924,23,159.0
24,-71.7239941887532,24,159.0
25,-69.6603867689836,25,159.0
26,-69.4369774456798,26,159.0
27,-70.3235171215188,27,159.0
28,-68.9041685717672,28,159.0
29,-70.5731815310387,29,159.0
30,-68.7756761285367,30,159.0
0,-277.761438092589,0,639.84
1,-280.687621735112,1,639.84
2,-282.112085705184,2,639.84
3,-280.813992932197,3,639.84
4,-283.581730289873,4,639.84
5,-283.481440580436,5,639.84
6,-281.422250999372,6,639.84
7,-283.818969108395,7,639.84
8,-283.117528844305,8,639.84
9,-284.605023299476,9,639.84
10,-281.777682429494,10,639.84
11,-284.323138924405,11,639.84
12,-281.54571669547,12,639.84
13,-281.367586483547,13,639.84
14,-280.574109219534,14,639.84
15,-280.400811102507,15,639.84
16,-281.2066024249,16,639.84
17,-281.531548509325,17,639.84
18,-282.894271412802,18,639.84
19,-281.316874806301,19,639.84
20,-281.767798727201,20,639.84
21,-281.892660132506,21,639.84
22,-284.626575238181,22,639.84
23,-282.71152179695,23,639.84
24,-284.471333269813,24,639.84
25,-280.614704598763,25,639.84
26,-280.450759390451,26,639.84
27,-280.465778337762,27,639.84
28,-279.964409148692,28,639.84
29,-285.329533097441,29,639.84
30,-280.311594820935,30,639.84
0,-236.031211320444,0,543.36
1,-238.455691594507,1,543.36
2,-239.693080287142,2,543.36
3,-238.6216969229,3,543.36
4,-241.170411790372,4,543.36
5,-240.993111936745,5,543.36
6,-239.098015592037,6,543.36
7,-241.26631929564,7,543.36
8,-240.625286060883,8,543.36
9,-241.99823192627,9,543.36
10,-239.208269125035,10,543.36
11,-241.691018643285,11,543.36
12,-239.069551110276,12,543.36
13,-239.181031111202,13,543.36
14,-238.381746281807,14,543.36
15,-238.242483183413,15,543.36
16,-238.867334867854,16,543.36
17,-239.104718680683,17,543.36
18,-240.418962328803,18,543.36
19,-239.050875640684,19,543.36
20,-239.379954497626,20,543.36
21,-239.420687490197,21,543.36
22,-242.004831695045,22,543.36
23,-240.09875124984,23,543.36
24,-241.888724274821,24,543.36
25,-238.439610810473,25,543.36
26,-238.292743797231,26,543.36
27,-238.451777414055,27,543.36
28,-237.810481346816,28,543.36
29,-242.430704467376,29,543.36
30,-238.041083286459,30,543.36
0,-33.2643737038544,0,77.63999999999999
1,-33.1142250234038,1,77.63999999999999
2,-33.8705956351985,2,77.63999999999999
3,-33.7859393304328,3,77.63999999999999
4,-35.4037913641884,4,77.63999999999999
5,-34.9927763745816,5,77.63999999999999
6,-33.8233909755406,6,77.63999999999999
7,-35.0491895994497,7,77.63999999999999
8,-34.4854380508688,8,77.63999999999999
9,-35.6256763106524,9,77.63999999999999
10,-32.6970611679822,10,77.63999999999999
11,-34.8000406098369,11,77.63999999999999
12,-32.6577927199473,12,77.63999999999999
13,-34.3051894498549,13,77.63999999999999
14,-33.3148273867137,14,77.63999999999999
15,-32.9551554940562,15,77.63999999999999
16,-33.3430036451998,16,77.63999999999999
17,-32.9854971670334,17,77.63999999999999
18,-34.3145778294191,18,77.63999999999999
19,-34.0797381435024,19,77.63999999999999
20,-33.5893171515625,20,77.63999999999999
21,-33.2487401427841,21,77.63999999999999
22,-35.4553049214752,22,77.63999999999999
23,-33.4384528372098,23,77.63999999999999
24,-35.6104697899601,24,77.63999999999999
25,-33.7974923478943,25,77.63999999999999
26,-33.5262123278247,26,77.63999999999999
27,-34.5944454801757,27,77.63999999999999
28,-32.9617060785916,28,77.63999999999999
29,-34.0143702064135,29,77.63999999999999
30,-32.7815167354522,30,77.63999999999999
0,-508.098786887118,0,1177.68
1,-513.396201390187,1,1177.68
2,-516.415680993425,2,1177.68
3,-513.894487794936,3,1177.68
4,-517.841381872099,4,1177.68
5,-518.153338275323,5,1177.68
6,-515.30034557738,6,1177.68
7,-519.137605810897,7,1177.68
8,-517.739713095554,8,1177.68
9,-520.417169058863,9,1177.68
10,-516.937261249115,10,1177.68
11,-519.611832459108,11,1177.68
12,-515.695312213824,12,1177.68
13,-514.119592291971,13,1177.68
14,-513.361021289218,14,1177.68
15,-512.328768812516,15,1177.68
16,-514.925307909064,16,1177.68
17,-515.42745228122,17,1177.68
18,-517.325228517159,18,1177.68
19,-514.824651538729,19,1177.68
20,-515.662729296385,20,1177.68
21,-516.293111408033,21,1177.68
22,-520.308723489645,22,1177.68
23,-518.080235139668,23,1177.68
24,-520.145205636176,24,1177.68
25,-513.304410121316,25,1177.68
26,-512.888940182857,26,1177.68
27,-512.517506549074,27,1177.68
28,-512.602639350672,28,1177.68
29,-521.909839713951,29,1177.68
30,-513.642339103862,30,1177.68
0,-460.27157912503,0,1065.24
1,-465.151736546669,1,1065.24
2,-467.761647214302,2,1065.24
3,-465.477597762449,3,1065.24
4,-469.19743228574,4,1065.24
5,-469.440023975621,5,1065.24
6,-466.721541888507,6,1065.24
7,-470.238142805364,7,1065.24
8,-469.039321440242,8,1065.24
9,-471.383960955433,9,1065.24
10,-468.103625431476,10,1065.24
11,-470.790382762482,11,1065.24
12,-467.142738157462,12,1065.24
13,-465.824295226338,13,1065.24
14,-465.043468604931,14,1065.24
15,-464.294815911954,15,1065.24
16,-466.416702744636,16,1065.24
17,-466.928021025369,17,1065.24
18,-468.681054693946,18,1065.24
19,-466.336892386036,19,1065.24
20,-467.132112252557,20,1065.24
21,-467.651137186077,21,1065.24
22,-471.336868179083,22,1065.24
23,-469.21527152196,23,1065.24
24,-471.138990347072,24,1065.24
25,-465.041404298509,25,1065.24
26,-464.690548543009,26,1065.24
27,-464.332754879329,27,1065.24
28,-464.305988641266,28,1065.24
29,-472.836956997741,29,1065.24
30,-465.208682595507,30,1065.24
0,-187.249848973036,0,430.79999999999995
1,-189.073303504708,1,430.79999999999995
2,-190.130725939156,2,430.79999999999995
3,-189.316049541325,3,430.79999999999995
4,-191.618156174669,4,430.79999999999995
5,-191.361330407672,5,430.79999999999995
6,-189.653986844499,6,430.79999999999995
7,-191.570045847255,7,430.79999999999995
8,-190.978847970453,8,430.79999999999995
9,-192.248894240838,9,430.79999999999995
10,-189.47351935871,10,430.79999999999995
11,-191.874653090183,11,430.79999999999995
12,-189.411297049253,12,430.79999999999995
13,-189.873456355816,13,430.79999999999995
14,-189.05491280911,14,430.79999999999995
15,-188.918846657061,15,430.79999999999995
16,-189.389914722736,16,430.79999999999995
17,-189.508352153388,17,430.79999999999995
18,-190.787689002461,18,430.79999999999995
19,-189.676087288015,19,430.79999999999995
20,-189.84216927185,20,430.79999999999995
21,-189.7870536386,21,430.79999999999995
22,-192.227656578282,22,430.79999999999995
23,-190.317385556928,23,430.79999999999995
24,-192.165893355184,24,430.79999999999995
25,-189.158794078687,25,430.79999999999995
26,-189.014329719104,26,430.79999999999995
27,-189.36257531123,27,430.79999999999995
28,-188.531797630101,28,430.79999999999995
29,-192.283305860982,29,430.79999999999995
30,-188.638615113314,30,430.79999999999995
0,-146.686206447723,0,337.44
1,-148.000160989553,1,337.44
2,-148.939310923999,2,337.44
3,-148.329452300451,3,337.44
4,-150.436468944724,4,337.44
5,-150.124095160809,5,337.44
6,-148.567373819572,6,337.44
7,-150.285981784764,7,337.44
8,-149.72050914695,8,337.44
9,-150.928523405306,9,337.44
10,-148.141835114103,10,337.44
11,-150.469766452115,11,337.44
12,-148.11735362761,12,337.44
13,-148.880588844433,13,337.44
14,-148.033720408606,14,337.44
15,-147.872337628372,15,337.44
16,-148.262620064331,16,337.44
17,-148.269823772265,17,337.44
18,-149.538505349242,18,337.44
19,-148.64863770942,19,337.44
20,-148.662521966382,20,337.44
21,-148.52970663033,21,337.44
22,-150.876608899277,22,337.44
23,-148.951627689207,23,337.44
24,-150.86577375826,24,337.44
25,-148.201429073397,25,337.44
26,-148.043736244549,26,337.44
27,-148.564441290443,27,337.44
28,-147.55294565575,28,337.44
29,-150.586174171709,29,337.44
30,-147.568443601225,30,337.44
0,-11.1487621698148,0,27.119999999999997
1,-10.7068759024374,1,27.119999999999997
2,-11.4526380961831,2,27.119999999999997
3,-11.4619289192203,3,27.119999999999997
4,-12.994562778225,4,27.119999999999997
5,-12.5742731860542,5,27.119999999999997
6,-11.4741778840844,6,27.119999999999997
7,-12.6140621284862,7,27.119999999999997
8,-12.0389668868002,8,27.119999999999997
9,-13.1837024630742,9,27.119999999999997
10,-10.208721588344,10,27.119999999999997
11,-12.2644889153237,11,27.119999999999997
12,-10.1461312318995,12,27.119999999999997
13,-11.9730537559035,13,27.119999999999997
14,-10.9433634538865,14,27.119999999999997
15,-10.5237305298392,15,27.119999999999997
16,-10.9491311894492,16,27.119999999999997
17,-10.5117064432662,17,27.119999999999997
18,-11.867999305644,18,27.119999999999997
19,-11.7664250607123,19,27.119999999999997
20,-11.1643650580177,20,27.119999999999997
21,-10.7849592724198,21,27.119999999999997
22,-12.9847363619876,22,27.119999999999997
23,-10.9416025199187,23,27.119999999999997
24,-13.176102901549,24,27.119999999999997
25,-11.51142436781,25,27.119999999999997
26,-11.2047958762591,26,27.119999999999997
27,-12.3904655666214,27,27.119999999999997
28,-10.6165630419671,28,27.119999999999997
29,-11.2883793116445,29,27.119999999999997
30,-10.4087743081915,30,27.119999999999997
0,-347.808731607309,0,802.4399999999999
1,-351.540648569105,1,802.4399999999999
2,-353.3490192268,2,802.4399999999999
3,-351.664200851985,3,802.4399999999999
4,-354.806377431466,4,802.4399999999999
5,-354.84438260218,5,802.4399999999999
6,-352.512763763652,6,802.4399999999999
7,-355.317593289746,7,802.4399999999999
8,-354.473087336805,8,802.4399999999999
9,-356.215792549214,9,802.4399999999999
10,-353.271669615439,10,802.4399999999999
11,-355.901588541603,11,802.4399999999999
12,-352.823273221859,12,802.4399999999999
13,-352.181587132448,13,802.4399999999999
14,-351.386410570779,14,802.4399999999999
15,-351.081812860002,15,802.4399999999999
16,-352.293783451457,16,802.4399999999999
17,-352.731054243812,17,802.4399999999999
18,-354.211348475761,18,802.4399999999999
19,-352.308308540742,19,802.4399999999999
20,-352.927144838936,20,802.4399999999999
21,-353.197879627061,21,802.4399999999999
22,-356.239693404456,22,802.4399999999999
23,-354.280375332568,23,802.4399999999999
24,-356.03936526924,24,802.4399999999999
25,-351.422765644999,25,802.4399999999999
26,-351.204037636952,26,802.4399999999999
27,-351.021189423539,27,802.4399999999999
28,-350.71914194467,28,802.4399999999999
29,-357.327093138348,29,802.4399999999999
30,-351.277645520383,30,802.4399999999999
0,-321.967185116892,0,742.44
1,-325.408240396653,1,742.44
2,-327.064691865104,2,742.44
3,-325.522589505926,3,742.44
4,-328.526611579277,4,742.44
5,-328.513189121923,5,742.44
6,-326.28068139108,6,742.44
7,-328.931468351643,7,742.44
8,-328.146256093602,8,742.44
9,-329.784938762981,9,742.44
10,-326.891988993791,10,742.44
11,-329.494335550484,11,742.44
12,-326.532379023862,12,742.44
13,-326.058303636947,13,742.44
14,-325.264359609437,14,742.44
15,-325.019902739219,15,742.44
16,-326.067153025512,16,742.44
17,-326.468484934893,17,742.44
18,-327.90038118985,18,742.44
19,-326.113302975903,19,742.44
20,-326.675548475963,20,742.44
21,-326.891696894973,21,742.44
22,-329.81167538299,22,742.44
23,-327.873276519962,23,742.44
24,-329.624480546485,24,742.44
25,-325.300754743961,25,742.44
26,-325.1055434141,26,742.44
27,-324.988653733462,27,742.44
28,-324.617206275077,28,742.44
29,-330.768877488838,29,742.44
30,-325.096164005618,30,742.44
0,-412.528133575424,0,953.4
1,-416.946769870711,1,953.4
2,-419.18867418378,2,953.4
3,-417.153099804272,3,953.4
4,-420.633961923394,4,953.4
5,-420.795289703463,5,953.4
6,-418.230418713685,6,953.4
7,-421.437089470596,7,953.4
8,-420.408097232152,8,953.4
9,-422.466861335482,9,953.4
10,-419.351940887655,10,953.4
11,-422.028191412215,11,953.4
12,-418.633866303748,12,953.4
13,-417.591477727932,13,953.4
14,-416.798660593282,14,953.4
15,-416.276347328275,15,953.4
16,-417.974989793852,16,953.4
17,-418.471342427521,17,953.4
18,-420.096692200877,18,953.4
19,-417.927054012133,19,953.4
20,-418.660829256817,20,953.4
21,-419.072236082968,21,953.4
22,-422.461984068033,22,953.4
23,-420.424068991268,23,953.4
24,-422.250434328611,24,953.4
25,-416.825099937539,25,953.4
26,-416.534983444739,26,953.4
27,-416.228010908139,27,953.4
28,-416.087436378388,28,953.4
29,-423.817110571622,29,953.4
30,-416.846607524836,30,953.4
0,-258.523805388491,0,595.3199999999999
1,-261.220346751622,1,595.3199999999999
2,-262.554732585337,2,595.3199999999999
3,-261.361802925983,3,595.3199999999999
4,-264.027843815177,4,595.3199999999999
5,-263.891215519314,5,595.3199999999999
6,-261.907861629169,6,595.3199999999999
7,-264.197850764598,7,595.3199999999999
8,-263.526434418276,8,595.3199999999999
9,-264.957903355329,9,595.3199999999999
10,-262.150681865689,10,595.3199999999999
11,-264.66817161707,11,595.3199999999999
12,-261.964940612868,12,595.3199999999999
13,-261.919110174535,13,595.3199999999999
14,-261.123974359458,14,595.3199999999999
15,-260.970150650185,15,595.3199999999999
16,-261.686841644385,16,595.3199999999999
17,-261.97316127762,17,595.3199999999999
18,-263.311448206784,18,595.3199999999999
19,-261.829288122722,19,595.3199999999999
20,-262.2260580238,20,595.3199999999999
21,-262.311882923005,21,595.3199999999999
22,-264.973678823276,22,595.3199999999999
23,-263.064253759728,23,595.3199999999999
24,-264.835496787842,24,595.3199999999999
25,-261.170408658592,25,595.3199999999999
26,-261.015962969187,26,595.3199999999999
27,-261.095176976354,27,595.3199999999999
28,-260.531651517445,28,595.3199999999999
29,-265.553403727019,29,595.3199999999999
30,-260.823987172327,30,595.3199999999999
0,-251.255122978542,0,578.52
1,-253.864143924559,1,578.52
2,-255.166200754354,2,578.52
3,-254.012736381495,3,578.52
4,-256.640654554377,4,578.52
5,-256.490646203938,5,578.52
6,-254.535885498035,6,578.52
7,-256.786183791965,7,578.52
8,-256.125132633076,8,578.52
9,-257.536883056004,9,578.52
10,-254.735971568764,10,578.52
11,-257.242459254469,11,578.52
12,-254.566248332654,12,578.52
13,-254.570946395082,13,578.52
14,-253.774756110142,14,578.52
15,-253.626586043037,15,578.52
16,-254.312140186726,16,578.52
17,-254.583079801457,17,578.52
18,-255.913058012679,18,578.52
19,-254.467451289455,19,578.52
20,-254.84286179587,20,578.52
21,-254.914051836044,21,578.52
22,-257.549970740217,22,578.52
23,-255.641998542745,23,578.52
24,-257.418680777598,24,578.52
25,-253.824293040518,25,578.52
26,-253.672724132871,26,578.52
27,-253.777184094169,27,578.52
28,-253.189154083181,28,578.52
29,-258.081133025145,29,578.52
30,-253.461239703772,30,578.52
0,-310.355692008258,0,715.4399999999999
1,-313.663453323447,1,715.4399999999999
2,-315.255569631193,2,715.4399999999999
3,-313.777707349486,3,715.4399999999999
4,-316.719510540117,4,715.4399999999999
5,-316.68300682364,5,715.4399999999999
6,-314.495709966822,6,715.4399999999999
7,-317.078588563161,7,715.4399999999999
8,-316.317465581714,8,715.4399999999999
9,-317.913256563209,9,715.4399999999999
10,-315.040209546688,10,715.4399999999999
11,-317.628712967467,11,715.4399999999999
12,-314.717054835312,12,715.4399999999999
13,-314.319605126943,13,715.4399999999999
14,-313.526146150101,14,715.4399999999999
15,-313.304125402379,15,715.4399999999999
16,-314.283000445864,16,715.4399999999999
17,-314.666035475878,17,715.4399999999999
18,-316.078053143335,18,715.4399999999999
19,-314.344732788516,19,715.4399999999999
20,-314.879519654847,20,715.4399999999999
21,-315.071446792748,21,715.4399999999999
22,-317.939813856809,22,715.4399999999999
23,-316.009011152608,23,715.4399999999999
24,-317.759921341006,24,715.4399999999999
25,-313.562827227236,25,715.4399999999999
26,-313.37700101089,26,715.4399999999999
27,-313.292514789208,27,715.4399999999999
28,-312.888473546657,28,715.4399999999999
29,-318.834105539388,29,715.4399999999999
30,-313.332177880896,30,715.4399999999999
0,-480.562238527328,0,1112.88
1,-485.626119220218,1,1112.88
2,-488.404806705181,2,1112.88
3,-486.018603538145,3,1112.88
4,-489.836391663348,4,1112.88
5,-490.109998234547,5,1112.88
6,-487.331949666123,6,1112.88
7,-490.98341796469,7,1112.88
8,-489.703646101001,8,1112.88
9,-492.183794271908,9,1112.88
10,-488.822911183903,10,1112.88
11,-491.507365371921,11,1112.88
12,-487.747430570117,12,1112.88
13,-486.317286131906,13,1112.88
14,-485.544822153486,14,1112.88
15,-484.68264441362,15,1112.88
16,-486.999961399004,16,1112.88
17,-487.510252606179,17,1112.88
18,-489.322686824992,18,1112.88
19,-486.909988013679,19,1112.88
20,-487.72556942238,20,1112.88
21,-488.291425525387,21,1112.88
22,-492.113021993641,22,1112.88
23,-489.948931375256,23,1112.88
24,-491.927129605724,24,1112.88
25,-485.522923511598,25,1112.88
26,-485.144989737492,26,1112.88
27,-484.776732956721,27,1112.88
28,-484.79781760081,28,1112.88
29,-493.661375398692,29,1112.88
30,-485.759468060374,30,1112.88
0,-388.46834859949,0,897.24
1,-392.639368188361,1,897.24
2,-394.711081875802,2,897.24
3,-392.804006520792,3,897.24
4,-396.161042970651,4,897.24
5,-396.278313885101,5,897.24
6,-393.796759467381,6,897.24
7,-396.85148784468,7,897.24
8,-395.897400543456,8,897.24
9,-397.828864420234,9,897.24
10,-394.784699734384,10,897.24
11,-397.448033632194,11,897.24
12,-394.174927792709,12,897.24
13,-393.278183643446,13,897.24
14,-392.482553686994,14,897.24
15,-392.053319917697,15,897.24
16,-393.558776058212,16,897.24
17,-394.038672992294,17,897.24
18,-395.606340844558,18,897.24
19,-393.531523525533,19,897.24
20,-394.226992587829,20,897.24
21,-394.585370223248,21,897.24
22,-397.838580862565,22,897.24
23,-395.834598830823,23,897.24
24,-397.627210679226,24,897.24
25,-392.516354101258,25,897.24
26,-392.254394639717,26,897.24
27,-391.986094554937,27,897.24
28,-391.786539964842,28,897.24
29,-399.103901518622,29,897.24
30,-392.471576892608,30,897.24
0,-324.183355177512,0,747.6
1,-327.649674591814,1,747.6
2,-329.318681561824,2,747.6
3,-327.764320997015,3,747.6
4,-330.780215729159,4,747.6
5,-330.771206089724,5,747.6
6,-328.530108703957,6,747.6
7,-331.193952994981,7,747.6
8,-330.403964862742,8,747.6
9,-332.05109959698,9,747.6
10,-329.154134511815,10,747.6
11,-331.759025069068,11,747.6
12,-328.787326176791,12,747.6
13,-328.298716912405,13,747.6
14,-327.504668324742,14,747.6
15,-327.255611454866,15,747.6
16,-328.316310421617,16,747.6
17,-328.720987050798,17,747.6
18,-330.156811202469,18,747.6
19,-328.359585589585,19,747.6
20,-328.92692750082,20,747.6
21,-329.147722851832,21,747.6
22,-332.077771115965,22,747.6
23,-330.13779846153,23,747.6
24,-331.889277168904,24,747.6
25,-327.541043540275,25,747.6
26,-327.343953056653,26,747.6
27,-327.22106927263,27,747.6
28,-326.855735970613,28,747.6
29,-333.04666805783,29,747.6
30,-327.341460885136,30,747.6
0,-261.007973634959,0,601.08
1,-263.734335372978,1,601.08
2,-265.079984218158,2,601.08
3,-263.873530324916,3,601.08
4,-266.552641919871,4,601.08
5,-266.420632690619,5,601.08
6,-264.42749613439,6,601.08
7,-266.731130455168,7,601.08
8,-266.05604880239,8,601.08
9,-267.494437373704,9,601.08
10,-264.68489804301,10,601.08
11,-267.206095474217,11,601.08
12,-264.49350115751,12,601.08
13,-264.430469753274,13,601.08
14,-263.635636290095,14,601.08
15,-263.479669666459,15,601.08
16,-264.207320015905,16,601.08
17,-264.498799121768,17,601.08
18,-265.840043183483,18,601.08
19,-264.345459622873,19,601.08
20,-264.749416857313,20,601.08
21,-264.840257784896,21,601.08
22,-267.511068368661,22,601.08
23,-265.601063839298,23,601.08
24,-267.370587182458,24,601.08
25,-263.681130344423,25,601.08
26,-263.525610326129,26,601.08
27,-263.59631860705,27,601.08
28,-263.041035715299,28,601.08
29,-268.107139296155,29,601.08
30,-263.340354258874,30,601.08
0,-7.241279324001,0,18.24
1,-6.74763792310526,1,18.24
2,-7.49236270032462,2,18.24
3,-7.51797203944053,3,18.24
4,-9.03589875123861,4,18.24
5,-8.61429694661799,5,18.24
6,-7.52623570921556,6,18.24
7,-8.65128238614508,7,18.24
8,-8.07379596658618,8,18.24
9,-9.21991935682315,9,18.24
10,-6.23612427939003,10,18.24
11,-8.28342850202899,11,18.24
12,-6.16871254721554,12,18.24
13,-8.02759720604116,13,18.24
14,-6.99057537151592,14,18.24
15,-6.55962838687132,15,18.24
16,-6.99295098104534,16,18.24
17,-6.5411157151814,17,18.24
18,-7.90273546986903,18,18.24
19,-7.82488230037445,19,18.24
20,-7.20265687865904,20,18.24
21,-6.8164452991601,21,18.24
22,-9.01571775618815,22,18.24
23,-6.96765854213877,23,18.24
24,-9.21360948343024,24,18.24
25,-7.5745393075486,25,18.24
26,-7.26120906011705,26,18.24
27,-8.46798549038072,27,18.24
28,-6.66847045048675,28,18.24
29,-7.27318190894456,29,18.24
30,-6.4561660172053,30,18.24
0,-176.01912169608,0,404.88
1,-177.702341461854,1,404.88
2,-178.724171974788,2,404.88
3,-177.967046297174,3,404.88
4,-180.21416712202,4,404.88
5,-179.940949202443,5,404.88
6,-178.275869167214,6,404.88
7,-180.136135474734,7,404.88
8,-179.55344943079,8,404.88
9,-180.804228450034,9,404.88
10,-178.027845099747,10,404.88
11,-180.409151146531,11,404.88
12,-177.97839707906,12,404.88
13,-178.523076812285,13,404.88
14,-177.697854659865,14,404.88
15,-177.557269589759,15,404.88
16,-178.001695436835,16,404.88
17,-178.090421923772,17,404.88
18,-179.365125280945,18,404.88
19,-178.314188613341,19,404.88
20,-178.439636373824,20,404.88
21,-178.362822867742,21,404.88
22,-180.775167504314,22,404.88
23,-178.861801363237,23,404.88
24,-180.727012769076,24,404.88
25,-177.816967357438,25,404.88
26,-177.67025034442,26,404.88
27,-178.064932856997,27,404.88
28,-177.186268057295,28,404.88
29,-180.738472434333,29,404.88
30,-177.266703825122,30,404.88
0,-119.605641702875,0,275.28
1,-120.57506582945,1,275.28
2,-121.450895692817,2,275.28
3,-120.972980891897,3,275.28
4,-122.955426590454,4,275.28
5,-122.611745846564,5,275.28
6,-121.152249087913,6,275.28
7,-122.745251203838,7,275.28
8,-122.189452155721,8,275.28
9,-123.367306835115,9,275.28
10,-120.56142842608,10,275.28
11,-122.838238581194,11,275.28
12,-120.549394825003,12,275.28
13,-121.51815770146,13,275.28
14,-120.645783623046,14,275.28
15,-120.453874735112,15,275.28
16,-120.813805673223,16,275.28
17,-120.740955173535,17,275.28
18,-122.011961265881,18,275.28
19,-121.273959125294,19,275.28
20,-121.17792014935,20,275.28
21,-120.994215131288,21,275.28
22,-123.291446484224,22,275.28
23,-121.351154867926,23,275.28
24,-123.317168747295,24,275.28
25,-120.870078420551,25,275.28
26,-120.695594012589,26,275.28
27,-121.338499985394,27,275.28
28,-120.194311514205,28,275.28
29,-122.750675169254,29,275.28
30,-120.154974087183,30,275.28
0,-169.089654254589,0,389.03999999999996
1,-170.686019601689,1,389.03999999999996
2,-171.686980855386,2,389.03999999999996
3,-170.965049296984,3,389.03999999999996
4,-173.178603674895,4,389.03999999999996
5,-172.895657859908,5,389.03999999999996
6,-171.256443885084,6,389.03999999999996
7,-173.08271863509,7,389.03999999999996
8,-172.504745320727,8,389.03999999999996
9,-173.744442714559,9,389.03999999999996
10,-170.966623961019,10,389.03999999999996
11,-173.335524003566,11,389.03999999999996
12,-170.924169520104,12,389.03999999999996
13,-171.520086188396,13,389.03999999999996
14,-170.690304689659,14,389.03999999999996
15,-170.545968704908,15,389.03999999999996
16,-170.975592914527,16,389.03999999999996
17,-171.045569691358,17,389.03999999999996
18,-172.318052929715,18,389.03999999999996
19,-171.304833917012,19,389.03999999999996
20,-171.404630722014,20,389.03999999999996
21,-171.314503253113,21,389.03999999999996
22,-173.710295250645,22,389.03999999999996
23,-171.794642884007,23,389.03999999999996
24,-173.670730247264,24,389.03999999999996
25,-170.819732300739,25,389.03999999999996
26,-170.671092478385,26,389.03999999999996
27,-171.094935700365,27,389.03999999999996
28,-170.185908124363,28,389.03999999999996
29,-173.615293564064,29,389.03999999999996
30,-170.250476935998,30,389.03999999999996
0,-398.838044527978,0,921.48
1,-403.11697475743,1,921.48
2,-405.260898465625,2,921.48
3,-403.298426678935,3,921.48
